row_id,content-评论内容,theme-主题,sentiment_word-情感关键词,sentiment_anls-情感正负面
10595,用了几天才来评价，快递不错，手机运行还好，就是电池不耐用，充满一次用不了一天，我不玩游戏也不看视频（微信里的***看）,快递;运行;电池;,不错;还好;不耐用;,1;1;-1;
10596,商家居然给我发的货是2013年4月的，不带这样的好不好！！！,,,
10597,这个电池一般，电力不持久，放着时间长就没电,时间;电池;电力;,长;一般;不持久;,1;0;-1;
10598,一直显示密码不正确  无法登录网站,显示;,不正确;,-1;
10599,还行，用了几天没什么,NULL;,还行;,1;
10600,用了2次，都是脸洗不干净，只能扔了。,洗;,不干净;,-1;
10601,用着觉得很好。。。泡沫很细腻,泡沫;觉得;,细腻;很好;,1;1;
10602,什么垃圾东西，自己都全部扔了,东西;,垃圾;,-1;
10603,相当好。习惯了用vivo一直信赖。,vivo;,信赖;,1;
10604,给老公买的，老公说不怎么好用！,NULL;,不怎么好用;,-1;
10605,跟之前用过后的不一样，洗发露像洗发膏一样，倒出来一点流动性都没，怎么会这样呢？,,,
10606,缺少电源线?，请商家看下怎么解决,,,
10607,什么东西，颜色都不是一样，真心后悔！发货速度超慢,NULL;发货速度;,后悔;超慢;,-1;-1;
10608,拉直发不太好用！！！！,NULL;,好用;,1;
10609,"这个洗发水买了一段时间,但这几天才用.发现水比较稀.洗完了也不顺.还觉得痒,怀疑是不是假的.",NULL;NULL;觉得;,不顺;假;痒;,-1;-1;-1;
10610,电池续航: 续航不错。充电感觉一般。 拍照效果: 拍照还行。 运行速度: 速度流畅。 显示效果: 屏幕不错啊。 总结: 还行。价钱便宜，手机给力。值得购买。改变者。音效棒。[追评],速度;购买;手机;音效;屏幕;续航;NULL;拍照;价钱;感觉;,流畅;值得;给力;棒;不错;不错;还行;还行;便宜;一般;,1;1;1;1;1;1;1;1;1;0;
10611,挺好的，京东快递速度超快的！已经到手了非常棒！,NULL;NULL;快递速度;,挺好;棒;超快;,1;1;1;
10612,还没用，不过原来用过小瓶的，应当是一样的吧~,瓶;,过小;,-1;
10613,&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;还行。,NULL;,还行;,1;
10614,用了一段时间，还是可以的,NULL;,可以;,1;
10615,现在使用后没有什么问题，看以后怎么样了,,,
10616,收到了，没配电池，有点麻烦，还不知道哪里有卖电池，,NULL;,麻烦;,-1;
10617,早上蒸了鸡蛋羹，晚上热小馒头，小瓷碗可以直接放在加热盘里，很好用。鸡蛋架中间的小手柄可以卸下。另外，水杯底部有针，煮带壳蛋时要先在大头上扎孔，避免鸡蛋爆裂。,NULL;鸡蛋;小瓷碗;,很好;可以;可以;,1;1;1;
10618,收到几天了，今天第一次煲汤喝味道不错,味道;,不错;,1;
10619,真心觉得这个香水跟自己之前在店里买的不一样。觉得是假的，瓶子外观虽然一样，但是肯定是假的。,NULL;觉得;,假;假;,-1;-1;
10620,快快快快快快快快快快快快快快,,,
10621,没有数据线，没有说明书。,,,
10622,此前用过不少卡诗洗发水 基本都是黛丝和奥莉 一般从英国网购回来。不敢一口说这个肯定是假货 但是真的跟英国回来的不同 这款颜色发紫 我之前买来的都是白色的 。 亚马逊商品真的不敢相信了,洗发水;商品;NULL;网购;,不少;不敢相信;不敢假货;一般;,1;-1;1;0;
10623,用了几天才斗来评价的，运行很快，是正品，礼品也多，服务很周到。[追评],NULL;运行;服务;,正品;很快;周到;,1;1;1;
10624,物流速度有点慢，等了四天才到手&hellip;包装很好看，做工有点粗糙，螺丝孔位都有点对不上。不过最后还是装上了，显示虚电75%。其它的就用过之后再追加,物流速度;做工;孔位;包装;,慢;粗糙;对不上;很好;,-1;-1;-1;1;
10625,赠品，用着还可以，目前没发现问题,用着;,还可以;,1;
10626,质量太差，没法用，一打开一股刺鼻的味道，有一股油漆味，没敢用，商家太没品德了，化妆品怎么能用假的来卖啊，搞到消费者过敏怎么办，太垃圾了，最差的一次购物。,NULL;NULL;NULL;NULL;味道;化妆品;NULL;购物;质量;,没敢用;假;过敏;没法用;刺鼻;能用;垃圾;差;太差;,-1;-1;-1;-1;-1;1;-1;-1;-1;
10627,还没有使用，以后再评。。。,,,
10628,不错，师傅安装到位，服务好！打孔还给了优惠价。,服务;NULL;安装;,好;不错;到位;,1;1;1;
10629,差评！,NULL;,差评;,-1;
10630,买了还没一个月保鲜室第一层就一大对堆霜，除了还没有一个月又是一大层，差评！,NULL;,差评;,-1;
10631,上色很好看，性价比挺高的，很喜欢~,上色;性价比;NULL;,很好;挺高;喜欢;,1;1;1;
10632,老牌很专业，超级棒，百年企业不错,企业;NULL;老牌;,不错;棒;专业;,1;1;1;
10633,***货，7.23号下的单28号拿到手开始用，8.3号就开不了机了。拿到附近的华为维修点说是进水了（之前在网上查了之类的情况用户们拿去维修点都说是进水了我就纳闷了只有华为手机这么爱进去吗。）华为手机还是不可信，也就这一次了。,,,
10634,味道太大，用了两次竟然过敏,NULL;,过敏;,-1;
10635,电池续航: 续航不给力用不了一天 拍照效果: 不错 运行速度: 还行 显示效果: 2k可以呢 总结: 实话实说，打开箱子一看就是翻新机，希望卖家以后专业点，先就这用着吧[追评],NULL;NULL;续航;NULL;,不错;还行;不给力;可以;,1;1;-1;1;
10636,很满意的一次购买。,购买;,满意;,1;
10637,美的（Midea）微波炉 大火力旋转加热 M1-211A 21L白色,,,
10638,质量可以，新的刷是挺不错的，刷得干净，也没声音。能耐多久就有待验证。,NULL;质量;NULL;NULL;,新;可以;不错;干净;,1;1;1;1;
10639,可以吧，不过都送毛巾,NULL;,可以;,1;
10640,宝宝中午吃了，晚上就拉稀，差评,NULL;,差评;,-1;
10641,东西是不错……但是颜色是紫红色，好艳好艳……自己用不好……闻起来很香甜,东西;NULL;NULL;NULL;,不错;不好;很香;好;,1;-1;1;1;
10642,我只试了一天就已经明显感觉到网上说的搓泥严重，就像粉底液会卡粉一样，涂在脸上很不自然，但是效果怎么样现在还不严重，总之我感觉上脸的体验感不好,效果;NULL;感觉;感觉;NULL;,不严重;卡粉;不好;严重;明显;,1;-1;-1;-1;0;
10643,坏了一支，拿回包装没有检查，用的时候发现水都漏完了,NULL;NULL;,坏;漏;,-1;-1;
10644,商品不错，经济实惠,NULL;NULL;商品;,经济;实惠;不错;,1;1;1;
10645,跟之前在万宁买的效果差很多，不够硬，硬的时间长，效果不好,效果;NULL;效果;时间;NULL;NULL;,差;不够硬;不好;长;很多;硬;,-1;1;-1;1;1;-1;
10646,没效果，失望的一次购物。,购物;,失望;,-1;
10647,小瓶子很漂亮，味道不错，就是太袖珍了。,瓶子;味道;NULL;,漂亮;不错;袖珍;,1;1;1;
10648,送的，没用过，，，，，，，,,,
10649,尺寸不对。扔掉了！<br/>搞的啥子事情嘛！害我被女朋友骂！,尺寸;,不对;,-1;
10650,我都没拿到货怎么就已签收了。这么久了，骗人的吧！,,,
10651,很满意，值得购买,购买;NULL;,值得;满意;,1;1;
10652,老实说，真不值这个价钱！做工不行，开孔不准确，特别是耳机孔，要买的人请认真考虑,价钱;NULL;NULL;NULL;做工;,不值;认真;不准确;老实;不行;,-1;1;-1;1;-1;
10653,很满意的一次购物，电视都挺好的。手动点赞,NULL;购物;电视;,点赞;满意;挺好;,1;1;1;
10654,等了十七天，差点退货，东西有点粗糙，没有调音！,东西;,粗糙;,-1;
10655,还行，速度快,NULL;速度;,还行;快;,1;1;
10656,移动电源还不错，水还没有用，看着还行吧,移动电源;看着;,不错;还行;,1;1;
10657,这个400ml的化妆水，用完后有闭口粉刺。本来也不懂日文，400ml的和170ml简装的价位差不多，搞不清楚，两样东西到底是不是一个,价位;,差不多;,0;
10658,.很实惠，噪音小非常满意,NULL;噪音;,实惠;满意;,1;1;
10659,垃圾垃圾，太差了，戴着也没原来同种形状的舒服,NULL;形状;NULL;,太差;舒服;垃圾;,-1;1;-1;
10660,好用好用好用。,NULL;,好用;,1;
10661,鼠标右键确实有点松了，然后也有磨损的痕迹，USB接口应该也被插过，所以只能给个中评,NULL;,中评;,0;
10662,不错，是新的，性价比高。卖家也挺负责的，两次都主动联系我。[追评],NULL;NULL;卖家;性价比;,新;不错;负责;高;,1;1;1;1;
10663,不喜欢，滑滑的，不清爽，皮肤不吸收，买了浪费了。后悔！,NULL;NULL;NULL;NULL;NULL;,不喜欢;后悔;浪费;滑滑的;不清爽;,-1;-1;-1;1;-1;
10664,能喝吗？好大一股腥味，闻到我就想吐了，还没喝,腥味;NULL;,好大;想吐;,-1;-1;
10665,东西很快就到了 就是蜂鸣器是坏的 维修有麻烦  算了 改天再买个吧,蜂鸣器;东西;维修;,坏;很快;麻烦;,-1;1;-1;
10666,总体还行，就是发货不给力多家快递分批发,总体;,还行;,1;
10667,专柜买的有说明书，这个没有，买的时候1100多还没收到货的时候，就降到800多,,,
10668,很满意，特别是安装师傅，晚上了还来帮我安装，很感谢,NULL;,满意;,1;
10669,物流送货快，点赞。但是脱水效果不好声音太大，而且没人安装，也不打个电话说明原因。,NULL;物流送货;脱水效果;,点赞;快;不好;,1;1;-1;
10670,非常满意真的很好,NULL;NULL;,很好;满意;,1;1;
10671,给朋友买的，他说还可以啊,NULL;,还可以;,1;
10672,可以说完全和照片不一样 连指环都没有 颜色差好多,颜色;照片;,差;可以;,-1;1;
10673,差评，用了两次就坏！！！,NULL;NULL;,坏;差评;,-1;-1;
10674, 不错  收到 未激活  目前没有任何问题[追评],NULL;,不错;,1;
10675,希望标明是不是转基因花生。,,,
10676,要求退货的，订单号都发过去了，到现在两个星期了都没有退钱，做事效益太差呢,效益;,太差;,-1;
10677,一个月就坏了一边，没过几天，另一边也坏了，一星都不想给！！我还就不信了！要不是这个耳机对我有特殊意义，呵呵呵，现在又下单了一个，三个月买了仨也是醉了，坐等新的看看能用多久，别利用我们的执念。,NULL;NULL;NULL;,能用;新;坏;,1;1;-1;
10678,感觉还可以，不刺激，味道不大，控油不太明显,控油;感觉;,不明显;还可以;,0;1;
10679,满满的全是酒精的味道，假的,NULL;,假;,-1;
10680,不行，死窝啊,NULL;,不行;,-1;
10681,给配送师傅的好评！,师傅;,好评;,1;
10682,这几个洞和夹子就是多余的，妈的，,,,
10683,给妹妹买的 还不错 适合学生党,NULL;NULL;,适合;不错;,1;1;
10684,物流 你好屌。 说好早上一早。不上班等着你。结果你跟我说你等着吧。12点给你。 我就呵呵一笑    电脑没啥问题。就是物流有点屌,,,
10685,机器不错，硬盘太小了。后悔，买256G 就好了,机器;NULL;NULL;,不错;后悔;好;,1;-1;1;
10686,电视看着还可以吧！不过物流挺慢的，安装也很粗心！,看着;物流;安装;,还可以;挺慢;粗心;,1;-1;-1;
10687,一般般，太薄了，看弯了吧,NULL;NULL;,太薄;一般般;,0;0;
10688,还行的哦。,NULL;,还行;,1;
10689,一般吧。别后悔,NULL;NULL;,一般;别后悔;,0;1;
10690,首先离保质期只有六个月；其次外表看起来很脏，而且没有封条封口处；再次，是祛痘的，有一股药味，试了一次就扔掉了。,看起来;,很脏;,-1;
10691,很好用 更实惠呢,NULL;NULL;,实惠;很好;,1;1;
10692,风扇不错 小巧 风力很强 声音小,风扇;NULL;风力;,不错;小巧;很强;,1;1;1;
10693,用了几天才来评价的，说实话，这个价钱买到这种冰箱真的很超值，在店里随便都要一千多，制冷效果很好，把水果和菜都放冰箱里，方便了很多！而且看着也很大气，别人到家来都会夸冰箱买的好，总之很满意，感谢卖家！[追评],制冷效果;冰箱;总之;NULL;NULL;冰箱;看着;,很好;好;满意;很多;随便;超值;很大;,1;1;1;1;-1;1;1;
10694,小了那么一点，总体还行。,总体;,还行;,1;
10695,小厂就是小厂，果然不行。要不是特殊情况，SB才卖这laji。,NULL;NULL;,不行;sb;,-1;-1;
10696,不错，价格低噪音低省地方,NULL;噪音;,不错;低;,1;-1;
10697,不错，快递很快，手机不错,手机;NULL;快递;,不错;不错;很快;,1;1;1;
10698,[追评]什么破东西，没想过制冷效果这么差的，还不如电风扇了，美的的东西从用用过这么垃圾的 ，真心话，差评&hellip;,东西;NULL;制冷效果;东西;,破;差评;差;垃圾;,-1;-1;-1;-1;
10699,差差差&hellip;&hellip;&hellip;&hellip;,,,
10700,差差非常差，建议大家不要买，买会后悔的,NULL;NULL;,后悔;差;,-1;-1;
10701,非常不错的东西值得大家购买,NULL;东西;,不错;值得;,1;1;
10702,首先很喜欢啦~然后就是有一点很迷--包装上写的是MEN'S/汉子本性暴露？？？不过还是很好的，梳头感觉有点扎，但是梳完还是很舒服滴！,梳完;NULL;NULL;,舒服;很好;喜欢;,1;1;1;
10703,说好的自动断电呢？实验了两次，都是烧到焦啊！！,,,
10704,同一天买的东西物流的差别待遇让人不满意了，货到付款就是快，货款已汇就是慢,NULL;NULL;物流;,慢;快;不满意;,-1;1;-1;
10705,给妈妈买的，妈妈很喜欢，在官网验证过是正品，手机反应速度挺快的，就是手机套要是能送好一点的就好了，这个透明的感觉有点小。[追评],NULL;速度;NULL;手机套;感觉;,正品;挺快;喜欢;好;透明;,1;1;1;1;1;
10706,店家大忽悠！网页介绍产地是日本，拿到手是苏州。还说是香港代购！,店家;,忽悠;,-1;
10707,请大家相信我，专柜买68元，我老公买了，感觉用了很不错：颗粒感强、泡沫丰富细腻、洗后的清凉感强。但是这个卖34块钱的洗面奶真的是非常的坑爹，我和老公对比过了，包装，办点点都挑不出异常，绝对的一模一样，但是一用即可知道。几乎没有颗粒感、泡沫很少、洗后几乎没有清凉的感觉。我对天发誓，不能说人家的东西是假的，我只能说是A货，因为除了那股味道像，别的真的没有说，实在是不敢恭维啊。 希望这个消息对大家有用，不要买不要上当。这个洗面奶真的是假的，我不骗大家。真的,NULL;NULL;感觉;NULL;清凉感;泡沫;泡沫;洗面奶;NULL;洗;洗面奶;东西;NULL;颗粒感;,一模一样;有用;不错;细腻;强;很少;丰富;坑爹;异常;没有清凉;假;假;不敢恭维;强;,1;1;1;1;1;1;1;-1;-1;-1;-1;-1;-1;1;
10708,每次掉地上都会关机，商品描述不符，差评,描述;NULL;,不符;差评;,-1;-1;
10709,里面的东西都碎了 快递好几天才到 太慢  一星都不想给,NULL;东西;,慢;碎;,-1;-1;
10710,音色很差，真想学琴的不要用这个了。物流很慢。,音色;物流;,很差;很慢;,-1;-1;
10711,还行，好方便！下次还来！,NULL;,还行;,1;
10712,电池续航: 续航比s7e强很多 显示效果: 显示效果没得说很满意 拍照效果: 还算满意 运行速度: 运行速度可以对于只玩消消乐的我来说够用了 总结: 一直在用三星s系列手机，一代比一代好用。在官网注册了也收到了回复。[追评],NULL;运行速度;NULL;显示效果;续航;NULL;NULL;,够用;可以;很多;没得说;强;满意;好用;,1;1;1;1;1;1;1;
10713,什么效果都没，痘痘还是一样，液体很稀。不会再买第二次,,,
10714,根本不上色，可怜了我的银子,银子;,可怜;,-1;
10715,用过后感觉皮肤很好。,皮肤;,很好;,1;
10716,不错，机子漂亮，性能可以，可惜是移动定制，内置的东西多。,移动;NULL;性能;机子;,可惜;不错;可以;漂亮;,-1;1;1;1;
10717,基本就是地摊货，貌似再早市能卖***，还是零售，拿这破东西蒙人有点太***,东西;NULL;NULL;,蒙人;地摊货;破;,-1;-1;-1;
10718,操作简单，使用方便，用得开心，满意。,操作;NULL;NULL;NULL;,简单;使用方便;开心;满意;,1;1;1;1;
10719,夸大宣传，音箱只能说还可以，<br/>音质，炫光跟JBL的炫脉没得比。,NULL;音箱;宣传;,炫;还可以;夸大;,1;1;-1;
10720,效果不确切，香味不喜欢,香味;效果;,不喜欢;不确切;,-1;-1;
10721,用了几天才来评价的，一点都不卡，很好用,NULL;NULL;,很好;不卡;,1;1;
10722,质量好，价格优惠，款式不错，喜欢,款式;NULL;质量;,不错;喜欢;好;,1;1;1;
10723,穿上简单大气,NULL;穿上;,大气;简单;,1;1;
10724,面料颜色都不错，就是做工太差,做工;颜色;,太差;不错;,-1;1;
10725,感觉非常好，我非常满意。,感觉;NULL;,好;满意;,1;1;
10726,老人用，不清楚怎样,NULL;,不清楚;,-1;
10727,垃圾中的战斗机，一天就掉头了，稍微用力一拽就断了,NULL;,垃圾;,-1;
10728,说好返*块钱的。直接不理，这样的商家能相信吗?如果出现质量问题更加不会理了，货也是一般般。希望大家不要和沒有信誉度的人打交道。,NULL;货;,不理;一般般;,-1;0;
10729,不错挺漂亮的一熊熊。我朋友喜欢死了！,NULL;NULL;NULL;,漂亮;不错;喜欢;,1;1;1;
10730,商品不满意！根本就没有说的那么好,商品;NULL;,不满意;好;,-1;1;
10731,双十一下单买的，没想到送货很快，要等到明年装修完再安装了。,送货;,很快;,1;
10732,粗糙粗糙粗糙粗糙粗糙,NULL;,粗糙;,-1;
10733,用着还是蛮好的，,用着;,蛮好;,1;
10734,电动机发热厉害，感觉不正常,发热;感觉;,厉害;不正常;,1;-1;
10735,需要入耳很深才能戴得牢.别的姑且不提.耳机的舒适性实在是差.说是运动耳机.实际上有的时候走路都会掉下来.耳机旁边的那个伸出一截的东西据说是可以让人戴得更牢.然而并没有什么卵用.,NULL;舒适性;东西;,很深;差;可以;,-1;-1;1;
10736,还好！！！！！！！！！！！！！！！！！！111,NULL;,还好;,1;
10737,太实用了，方便省时间，好好,时间;NULL;,方便;实用;,1;1;
10738,"买的时候没注意付款了才发现是入驻卖家的货，当时自己懒就没换，可是现在很后悔。霜很厚重，涂了特别容易出汗，真的是特别，那种每个毛孔都渗出汗珠的感觉。而且并不像它所说的那样适合所有肤质，我是敏感肌，平时很小心，所以才买这个，没想到还是起红疹子了，红血丝也多了。不常写评，因为自己懒再加上卓越东西一直不错，可是再次我一定要提醒姐妹们小心!!!不知道卓越自己的货怎么样反正这个霜我用了3次左右就停了，现在改用""郁美净""―国货有些还是不错的，或者说更适合我们的肤质。(特此答谢那些认真如实写评的同志们，you really helped!!!)",东西;肤质;NULL;NULL;NULL;NULL;NULL;NULL;货;NULL;NULL;国货;,不错;适合;很小;认真;卓越;后悔;如实;很厚;卓越;容易;重;不错;,1;1;1;1;1;-1;1;1;1;1;-1;1;
10739,外观很好，乳液露了一半就不说了，用着还粘粘的，一点都不水润,用着;NULL;外观;,粘粘的;不水润;很好;,-1;-1;1;
10740,收音机不充电没信号,,,
10741,马马虎虎，比期望值差一点点！,NULL;期望值;,马马虎虎;差;,0;-1;
10742,很大的头黄色的 应该没有漂白,NULL;,很大;,1;
10743,[追评]头天下单，第二天就送到家，随着师傅就上门安装，制冷效果很快，34平的客厅凉嗖嗖的，声音很小。风很大，不占地方外观也好价格实惠。,风;外观;制冷效果;NULL;价格;声音;,很大;也好;很快;不占地方;实惠;很小;,1;1;1;1;1;1;
10744,这个给我一前*买的一样，不怎么好，明明在高速上它叫国道上信息，有电子眼的地方不叫，没有的地方它叫。总之东西太差,东西;NULL;信息;,太差;不怎么好;高速;,-1;-1;1;
10745,坑die呀！待机两三天的垃圾中兴！,NULL;待机;,坑;垃圾;,-1;-1;
10746,感觉不值这个价 睫毛还被胶水敷住了,感觉;,不值;,-1;
10747,还行吧，一般般，连接线太短了说是一米六我看只有一米，声音也比较大！,NULL;NULL;连接线;,还行;一般般;太短;,1;0;-1;
10748,很满意，很静音，一家三口不二之选,音;NULL;,很静;满意;,1;1;
10749,相当不错送货上门,NULL;,不错;,1;
10750,太丑了，居然有这么丑的壳子,壳子;NULL;,丑;太丑;,-1;-1;
10751,给妈妈染白发的，上色很快，非常黑，但是后来就大过敏，折磨够呛！,NULL;上色;,过敏;很快;,-1;1;
10752,不经用，真是便宜没好货！,NULL;NULL;,不经用;便宜没好货;,-1;-1;
10753,不太喜欢粉红色,NULL;,不喜欢;,-1;
10754,电量充足。分辨率好,电量;分辨率;,充足;好;,1;1;
10755,挺好的，声音有点大[追评],NULL;,挺好;,1;
10756,不错，包装完好，使用后再追加评论。,包装;NULL;,完好;不错;,1;1;
10757,给麻麻买的，快递来的刚刚好,快递;,好;,1;
10758,还可以吧啊,NULL;,还可以;,1;
10759,面膜里面有一部分是绿绿的，面膜本身很稀，质地和家里另一瓶专柜买的差很多，拿去专柜鉴定为假，希望卓越不要这样毁灭自己的牌子了，一直很信任卓越的，结果这一次真的非常失望。希望可以退货,结果;退货;NULL;NULL;牌子;NULL;专柜;专柜;,失望;可以;信任;卓越;不要毁灭;很多;假;差;,-1;1;1;1;1;1;-1;-1;
10760,买来寄给新疆的妹妹用，没想到她用后全脸过敏，皮肤敏感者慎用。,NULL;NULL;皮肤;,过敏;慎用;敏感;,-1;-1;1;
10761,送的东西，质量一般，还可以吧。,质量;NULL;,一般;还可以;,0;1;
10762,不能充电，不能用，申请退货了，还没消息,,,
10763,商品按时到达客户家，服务满意。,商品;,按时;,1;
10764,效果看不出来，挤出来的时候有油…,,,
10765,还可以，是我想要的,NULL;,还可以;,1;
10766,电量够大，偶尔有死机现象！总的来讲，还好,电量;NULL;,够大;还好;,1;1;
10767,还不错，洗完后很顺滑,NULL;NULL;,不错;顺滑;,1;1;
10768,还不错哦，京东值得信赖,京东;NULL;NULL;,值得;不错;信赖;,1;1;1;
10769,喷在身上跟喷纯净水没有什么区别，香气只能持续不到五分钟，味道太淡而且留香非常非常短暂。 不信可以买回去试一试。,NULL;味道;,可以;淡;,1;-1;
10770,使用中，感觉还可以&hellip;,感觉;,还可以;,1;
10771,刚到没几天，送货速度太慢了不是一般的慢，还得催单，京东第一次催单，用着还不知道什么样,送货速度;NULL;NULL;,慢;慢;不是一般;,-1;-1;0;
10772,用上几分钟眼睛周围嘴巴周围就开始刺痛，洗干净之后便好一点，别跟我说是我皮肤缺水因为我洗完澡才用，不是不是假货心里清楚。,洗;NULL;心里;嘴巴;,干净;假货;清楚;刺痛;,1;-1;1;-1;
10773,不怎么样，还缺斤少两,NULL;NULL;,缺斤少两;不怎么样;,-1;-1;
10774,失望，失望还是失望，有图有真相,NULL;,失望;,-1;
10775,试用了还不错,试用;,不错;,1;
10776,很满意，我们是乡里面，直接送到家的，服务杠杠的，已经用了，洗得很干净，老人用的，直夸我买得好，赞赞赞,洗得;NULL;服务;NULL;NULL;,很干;赞;杠杠的;满意;好;,-1;1;1;1;1;
10777,先是跟卖家周折于发票开不开，收据有没有之中，然后超级慢的发货，到货后发现质量一般，而且很矮，不太满意,NULL;发货;质量;NULL;,不满意;慢;一般;很矮;,-1;-1;0;-1;
10778,售后服务真的差，下单的时候预约3月29号上门安装，27号收到货却提示4月3号才能上门安装，也没有客服打电话联系我安装，拨打客服电话却提示停机。安装师傅的技术真的还没入流（用图说话），竟然把那么多空调管暴露在内墙上，外机放在厨房屋顶也让购买支架（还不如直接挂在外墙），真的想投诉售后&hellip;&hellip;,售后服务;,差;,-1;
10779,洗完头发 不顺滑 反而干 哎 怕是假的 亚马逊怎么这么假货呀 产品倒是挺全的,NULL;NULL;NULL;亚马逊;NULL;,不顺;滑;假;假货;干;,-1;1;-1;-1;-1;
10780,快递挺快的，很给力。隔尿垫不怎么柔软，直接挨着宝宝身体的话，可能有点不舒服，不知道洗后会怎样？也懒得换了，大小的话，挺满意的，能用好几个月了！,NULL;快递;NULL;NULL;隔尿垫;NULL;,能用;挺快;不舒服;给力;不怎么柔软;满意;,1;1;-1;1;-1;1;
10781,了解了解了解了解了解了解了解了解了解尽快,,,
10782,用后再追加,,,
10783,已经到了。而且安装好了。服务态度很好 虽然麻烦了很长时间但是还是给好评。赞赞赞。,NULL;安装;NULL;NULL;时间;服务态度;,麻烦;好;赞;很长;好评;很好;,-1;1;1;1;1;1;
10784,梳起来比较顺畅，但也存在掉发现象，并且不太方便清洁。,梳起来;清洁;,顺畅;不方便;,1;-1;
10785,买给妈妈的，她好爱~,NULL;,好;,1;
10786,没收到货，骗人的吧,,,
10787,一般，不值这钱。,NULL;NULL;,不值;一般;,-1;0;
10788,包的很严实 然而还是漏了…这一星给包装吧,NULL;,漏;,-1;
10789,电池续航: 续航还行，就是充电较慢 拍照效果: 老人使用够用了 运行速度: 最新系统需要开启&ldquo;减弱动态效果&rdquo;，不然反应迟钝 显示效果: 显示正常 总结: 总体达到要求！[追评],使用;显示;续航;充电;,够用;正常;还行;慢;,1;1;1;-1;
10790,挺像的，好用,NULL;,好用;,1;
10791,原来有个粉色的坏了。买这个备用，太小了，感觉像没作用一样。,NULL;,坏;,-1;
10792,给朋友买的，是正品，自己激活，京东就是好,NULL;京东;,正品;好;,1;1;
10793,居然不送电池，差评,NULL;,差评;,-1;
10794,还行，就是有点占毛！,NULL;,还行;,1;
10795,用了几天才来评价的，挺好的[追评],NULL;,挺好;,1;
10796,给妈咪买的，很喜欢！使用了1周才评价。外观大小非常好，电池给力，5分！,大小;NULL;电池;,好;喜欢;给力;,1;1;1;
10797,不好用，说明书说明不清晰，显示界面和图片有差异。,NULL;说明;,不好用;不清晰;,-1;-1;
10798,一月份买的，现在五月份，已经充不进去电了，只充过一次电，然后就充不进去了,NULL;,充不进去;,-1;
10799,不错，适合三口之家，足够了，服务很好，安装到位后才离开。,NULL;NULL;NULL;服务;安装;,适合;足够;不错;很好;到位;,1;1;1;1;1;
10800,非常好，梳齿有长有短，梳起来非常顺，再也不会拉扯头皮了~,NULL;,好;,1;
10801,有香味 不过太重了 那个精华搞的双手都是金粉 还是很好的~,NULL;NULL;,很好;太重;,1;-1;
10802,什么效果都没有，用了还皮肤过敏，皮肤脱皮。晕，求说法。,皮肤;,脱皮;,-1;
10803,不是京东自营，质量就是一般。,质量;,一般;,0;
10804,到家就坏了,NULL;,坏;,-1;
10805,真是不用不知道，垃圾手机，用的第二天就莫名其妙的振动和关机，认为便宜买的将就用吧，可没过几天屏幕就一闪一闪的闪闪亮个不停，简直没发用。,NULL;屏幕;手机;NULL;,将就;闪亮;垃圾;便宜;,-1;1;-1;1;
10806,洗面奶中含有杂质，像是沙子之类的物质,,,
10807,"包装完整，，看起来很不错，是正宗的铁皮石斛，和卖家描述的一模一样，实惠又营养,是真品。",营养;描述;看起来;NULL;包装;NULL;,实惠;一模一样;不错;真品;完整;正宗;,1;1;1;1;1;1;
10808,流得到处都是，很不好,NULL;,不好;,-1;
10809,不错，配送也及时，期待安装后的效果,配送;NULL;,及时;不错;,1;1;
10810,不怎么合适，给的配件还不够！,NULL;,不怎么合适;,-1;
10811,用着挺舒服，效果就不知道啦,用着;,舒服;,1;
10812,很薄，感觉涂跟没图一样，就是有点贵,NULL;NULL;,很薄;贵;,-1;-1;
10813,忽悠人呢，下单的时候送保护壳，寄过来就说过时了,NULL;NULL;,过时;忽悠;,-1;-1;
10814,拆开看了一下挺好的，纸挺硬的，很值,纸;NULL;,挺硬;挺好;,1;1;
10815,图片是银色的，怎么我拿到手是蓝色的啊？换包装了吗？ http://www.amazon.cn/%E9%AB%98%E5%A4%AB%E5%87%80%E9%80%8F%E6%8E%A7%E6%B2%B9%E6%B3%A1%E6%B2%AB%E6%B4%81%E9%9D%A2%E4%B9%B3120g/dp/B00499C5BU/ref=pd_sim_beauty_cnclic_6 和这支是一样的，但标示不一样，没有泡沫两个字，但英文标示一样，我晕啊,,,
10816,电视完好，很好看，送货小哥很热情送上门并帮忙安装好,电视;安装;NULL;送货小哥;,完好;好;很好;热情;,1;1;1;1;
10817,你们T送快递的  让老子们过去找？ 什么几把服务,,,
10818,东西是不错，挺好。空间也大，噪音也小。但是手机下单为什么不能享受国家补贴呢？？？？莫名其妙，差评,东西;手机;NULL;NULL;,不错;不能享受;挺好;差评;,1;-1;1;-1;
10819,非常漂亮的，做工挺好的，买了两个，朋友也特别喜欢，送给朋友一个，过几天在买上一个放到哪个车里。老板下次记得便宜点哈,NULL;NULL;做工;老板;,漂亮;喜欢;挺好;便宜;,1;1;1;1;
